stage_position,coincidence_rate_t_b,count_rate_b, g2,capture_duration,counts_t,counts_a,counts_b,counts_t_a,counts_t_b,counts_t_a_b,counts_a_b
8.99319,2164.00,8185.00,NaN,1000.00,186278,22.0000,8185.00,0.00000,2164.00,0.00000,0.00000
9.06156,1177.00,5992.00,NaN,1000.00,186732,30.0000,5992.00,0.00000,1177.00,0.00000,0.00000
9.12931,792.000,5995.00,NaN,1000.00,186199,27.0000,5995.00,0.00000,792.000,0.00000,0.00000
9.20072,1311.00,8443.00,NaN,1000.00,186168,20.0000,8443.00,0.00000,1311.00,0.00000,0.00000
9.27213,2301.00,10803.0,NaN,1000.00,186010,39.0000,10803.0,0.00000,2301.00,0.00000,0.00000
9.34050,2810.00,10989.0,NaN,1000.00,186843,18.0000,10989.0,0.00000,2810.00,0.00000,0.00000
9.40947,2256.00,8551.00,NaN,1000.00,186482,29.0000,8551.00,0.00000,2256.00,0.00000,0.00000
9.47844,1215.00,6003.00,NaN,1000.00,186167,32.0000,6003.00,0.00000,1215.00,0.00000,0.00000
9.54924,767.000,5994.00,NaN,1000.00,186302,21.0000,5994.00,0.00000,767.000,0.00000,0.00000
9.61943,1242.00,8000.00,NaN,1000.00,186879,21.0000,8000.00,0.00000,1242.00,0.00000,0.00000
9.68902,2396.00,11017.0,NaN,1000.00,186292,30.0000,11017.0,0.00000,2396.00,0.00000,0.00000
9.76043,2980.00,11302.0,NaN,1000.00,186236,37.0000,11302.0,0.00000,2980.00,0.00000,0.00000
9.83001,2393.00,9025.00,NaN,1000.00,186012,34.0000,9025.00,0.00000,2393.00,0.00000,0.00000
9.89837,1427.00,6387.00,NaN,1000.00,187298,28.0000,6387.00,0.00000,1427.00,0.00000,0.00000
9.96796,754.000,5577.00,NaN,1000.00,186385,27.0000,5577.00,0.00000,754.000,0.00000,0.00000
10.0388,1166.00,7728.00,NaN,1000.00,186151,26.0000,7728.00,0.00000,1166.00,0.00000,0.00000
10.1090,2334.00,10849.0,NaN,1000.00,185936,41.0000,10849.0,0.00000,2334.00,0.00000,0.00000
10.1773,2946.00,11743.0,NaN,1000.00,186766,34.0000,11743.0,0.00000,2946.00,0.00000,0.00000
10.2487,2435.00,8928.00,NaN,1000.00,185569,24.0000,8928.00,0.00000,2435.00,0.00000,0.00000
10.3159,1363.00,6085.00,NaN,1000.00,186208,16.0000,6085.00,0.00000,1363.00,0.00000,0.00000
10.3879,721.000,5575.00,NaN,1000.00,187844,33.0000,5575.00,0.00000,721.000,0.00000,0.00000
10.4569,1259.00,8065.00,0.00000,1000.00,186171,30.0000,8065.00,1.00000,1259.00,0.00000,0.00000
10.5258,2446.00,11139.0,NaN,1000.00,186253,29.0000,11139.0,0.00000,2446.00,0.00000,0.00000
10.5960,2859.00,11470.0,NaN,1000.00,186676,31.0000,11470.0,0.00000,2859.00,0.00000,0.00000
10.6662,2347.00,8977.00,NaN,1000.00,186367,35.0000,8977.00,0.00000,2347.00,0.00000,0.00000
10.7382,1230.00,5984.00,NaN,1000.00,186517,22.0000,5984.00,0.00000,1230.00,0.00000,0.00000
10.8042,685.000,5599.00,NaN,1000.00,186051,42.0000,5599.00,0.00000,685.000,0.00000,0.00000
10.8768,1337.00,8222.00,NaN,1000.00,186880,27.0000,8222.00,0.00000,1337.00,0.00000,0.00000
10.9458,2344.00,11062.0,NaN,1000.00,185711,24.0000,11062.0,0.00000,2344.00,0.00000,0.00000
11.0160,2993.00,11635.0,NaN,1000.00,186818,38.0000,11635.0,0.00000,2993.00,0.00000,0.00000
