stage_position,coincidence_rate_t_b,count_rate_b, g2,capture_duration,counts_t,counts_a,counts_b,counts_t_a,counts_t_b,counts_t_a_b,counts_a_b
8.99503,3275.00,13740.0,NaN,1000.00,186593,38.0000,13740.0,0.00000,3275.00,0.00000,0.00000
9.05972,2388.00,9925.00,NaN,1000.00,186804,37.0000,9925.00,0.00000,2388.00,0.00000,0.00000
9.13053,775.000,4286.00,NaN,1000.00,187727,22.0000,4286.00,0.00000,775.000,0.00000,0.00000
9.20133,366.000,3007.00,NaN,1000.00,187339,28.0000,3007.00,0.00000,366.000,0.00000,0.00000
9.27152,1459.00,7441.00,NaN,1000.00,185744,15.0000,7441.00,0.00000,1459.00,0.00000,0.00000
9.33805,2816.00,12475.0,NaN,1000.00,187584,21.0000,12475.0,0.00000,2816.00,0.00000,0.00000
9.40764,3261.00,13893.0,NaN,1000.00,187522,43.0000,13893.0,0.00000,3261.00,0.00000,0.00000
9.47966,2155.00,9549.00,NaN,1000.00,185859,25.0000,9549.00,0.00000,2155.00,0.00000,0.00000
9.55046,753.000,4267.00,NaN,1000.00,187728,19.0000,4267.00,0.00000,753.000,0.00000,0.00000
9.61943,365.000,2978.00,NaN,1000.00,186760,31.0000,2978.00,0.00000,365.000,0.00000,0.00000
9.68841,1425.00,7201.00,NaN,1000.00,186784,32.0000,7201.00,0.00000,1425.00,0.00000,0.00000
9.75921,2860.00,12627.0,NaN,1000.00,186457,44.0000,12627.0,0.00000,2860.00,0.00000,0.00000
9.83001,3240.00,13869.0,NaN,1000.00,186173,37.0000,13869.0,0.00000,3240.00,0.00000,0.00000
9.89837,2331.00,9825.00,NaN,1000.00,187559,36.0000,9825.00,0.00000,2331.00,0.00000,0.00000
9.96796,721.000,4244.00,NaN,1000.00,187043,32.0000,4244.00,0.00000,721.000,0.00000,0.00000
10.0375,388.000,3194.00,0.00000,1000.00,186384,36.0000,3194.00,1.00000,388.000,0.00000,0.00000
10.1096,1718.00,7911.00,NaN,1000.00,186654,28.0000,7911.00,0.00000,1718.00,0.00000,0.00000
10.1773,3038.00,13047.0,NaN,1000.00,186211,36.0000,13047.0,0.00000,3038.00,0.00000,0.00000
10.2469,3232.00,13733.0,NaN,1000.00,186847,27.0000,13733.0,0.00000,3232.00,0.00000,0.00000
10.3183,2148.00,9379.00,NaN,1000.00,186861,28.0000,9379.00,0.00000,2148.00,0.00000,0.00000
10.3861,659.000,3983.00,NaN,1000.00,186618,42.0000,3983.00,0.00000,659.000,0.00000,0.00000
10.4556,411.000,3212.00,NaN,1000.00,187290,32.0000,3212.00,0.00000,411.000,0.00000,0.00000
10.5258,1668.00,7946.00,NaN,1000.00,186883,35.0000,7946.00,0.00000,1668.00,0.00000,0.00000
10.5960,3110.00,13245.0,NaN,1000.00,187267,30.0000,13245.0,0.00000,3110.00,0.00000,0.00000
10.6656,3275.00,13398.0,NaN,1000.00,186564,21.0000,13398.0,0.00000,3275.00,0.00000,0.00000
10.7364,1978.00,8970.00,NaN,1000.00,187792,22.0000,8970.00,0.00000,1978.00,0.00000,0.00000
10.8029,552.000,3560.00,NaN,1000.00,187355,32.0000,3560.00,0.00000,552.000,0.00000,0.00000
10.8762,492.000,3515.00,NaN,1000.00,186590,37.0000,3515.00,0.00000,492.000,0.00000,0.00000
10.9452,1846.00,8523.00,NaN,1000.00,187515,38.0000,8523.00,0.00000,1846.00,0.00000,0.00000
11.0141,3183.00,13524.0,NaN,1000.00,187163,23.0000,13524.0,0.00000,3183.00,0.00000,0.00000
